Group,Variable,RelDay,Mean,Std,N,SEM
Failed P90 spell,SLA_anom,-21,0.0404916586895516,0.0192531317464791,13,0.00533985797886108
Failed P90 spell,SLA_anom,-20,0.0405519811572117,0.0190258249805749,13,0.00527681442503587
Failed P90 spell,SLA_anom,-19,0.0405351061835455,0.0187788501434825,13,0.00520831592973696
Failed P90 spell,SLA_anom,-18,0.0405217674359674,0.0185251096731384,13,0.00513794098539187
Failed P90 spell,SLA_anom,-17,0.0405690321580229,0.0183069070726778,13,0.0050774224727457
Failed P90 spell,SLA_anom,-16,0.0407021278848642,0.0181648841769464,13,0.00503803240868035
Failed P90 spell,SLA_anom,-15,0.0389473521937118,0.0188637606463138,14,0.00504155209747255
Failed P90 spell,SLA_anom,-14,0.0393548754044536,0.0186495961233399,14,0.00498431422108895
Failed P90 spell,SLA_anom,-13,0.0397030197888329,0.0185673414531081,14,0.00496233073576971
Failed P90 spell,SLA_anom,-12,0.0399485424446511,0.0185585895362151,14,0.00495999168759177
Failed P90 spell,SLA_anom,-11,0.0400729705379692,0.0185651300725571,14,0.0049617397194573
Failed P90 spell,SLA_anom,-10,0.0400949504544256,0.0185424618441387,14,0.00495568138057826
Failed P90 spell,SLA_anom,-9,0.0400526996225827,0.0184708761908899,14,0.00493654930998788
Failed P90 spell,SLA_anom,-8,0.0399950481008631,0.0183477025685996,14,0.00490362977472372
Failed P90 spell,SLA_anom,-7,0.0399658423379567,0.018198030617419,14,0.00486362826317173
Failed P90 spell,SLA_anom,-6,0.0399860256144547,0.0180745556282442,14,0.00483062818421974
Failed P90 spell,SLA_anom,-5,0.0400637616078038,0.0180575038253259,14,0.00482607089819496
Failed P90 spell,SLA_anom,-4,0.0401566605716325,0.0181930222032436,14,0.00486228970817921
Failed P90 spell,SLA_anom,-3,0.0402321848585016,0.0185004652337783,14,0.00494445731433721
Failed P90 spell,SLA_anom,-2,0.0402600511359573,0.0189598239776792,14,0.00506722610271551
Failed P90 spell,SLA_anom,-1,0.0402146721881188,0.019521625599224,14,0.00521737390179798
Failed P90 spell,SLA_anom,0,0.040083011307479,0.0201155320477218,14,0.00537610207680331
Failed P90 spell,SLA_anom,1,0.0398675602995541,0.0206628359844503,14,0.00552237520663692
Failed P90 spell,SLA_anom,2,0.0395502559416315,0.0211097635421913,14,0.00564182162076366
Failed P90 spell,SLA_anom,3,0.0391372918698537,0.0214268562204402,14,0.00572656820375379
